file,mask,label,rms_contrast
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG068_00100.jpg,00100,person,0.17949563264846802
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG069_00100.jpg,00100,person,0.2205611765384674
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG070_00100.jpg,00100,person,0.19964879751205444
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG071_00100.jpg,00100,person,0.21559804677963257
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG072_00100.jpg,00100,person,0.23174302279949188
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG073_00100.jpg,00100,person,0.22979523241519928
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG075_00100.jpg,00100,person,0.1572399139404297
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG077_00100.jpg,00100,person,0.22582727670669556
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG078_00100.jpg,00100,person,0.22453832626342773
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG079_00100.jpg,00100,person,0.25851601362228394
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG080_00100.jpg,00100,person,0.22583432495594025
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG081_00100.jpg,00100,person,0.19408614933490753
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG083_00100.jpg,00100,person,0.18639880418777466
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG085_00100.jpg,00100,person,0.21898293495178223
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG086_00100.jpg,00100,person,0.1802811473608017
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG142_00001.jpg,00001,text,0.2018308937549591
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG143_00001.jpg,00001,text,0.226600781083107
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG144_00001.jpg,00001,text,0.4500553011894226
